MachineID,ActionPoint,Sensor1,Sensor2,Sensor3,Sensor4,ServicePeriod,ErrorID_error1,ErrorID_error2,ErrorID_error3,ErrorID_error4,ErrorID_error5,ComponentReplacement_Component2,ComponentReplacement_Component3,ComponentReplacement_Component4,ComponentReplacement_Component1,ComponentAttended_Component2,ComponentAttended_Component3,ComponentAttended_Component4,ComponentAttended_Component1,ServiceType_ComponentRepair,ServiceType_ScheduledService,MachineModel_model2,MachineModel_model3,MachineModel_model4,MachineModel_model1
MID11262,ComponentRepair,170.70942197007537,446.5831248628424,100.97557228553603,40.47462265960091,136340,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,21.0,2.0,8020.0,0.0,0.0,0.0
MID11263,NoIssue,170.51665066101245,447.77944257919864,100.80796008356197,40.49796723372417,136306,1.0,3.0,4.0,0.0,2.0,2.0,0.0,3.0,1.0,6.0,6.0,12.0,3.0,27.0,0.0,0.0,8018.0,0.0,0.0
MID11264,ComponentRepair,170.66231027175255,446.6513785215674,100.79191199202162,40.5528080042382,128352,3.0,2.0,2.0,1.0,4.0,4.0,0.0,6.0,3.0,8.0,5.0,10.0,7.0,30.0,0.0,0.0,0.0,8022.0,0.0
MID11265,ComponentRepair,170.75496707377835,445.66783897058855,100.38153648803629,40.56624994765712,128384,3.0,3.0,2.0,0.0,4.0,4.0,0.0,7.0,4.0,16.0,6.0,6.0,3.0,31.0,0.0,0.0,8024.0,0.0,0.0
MID11266,ComponentReplacement,170.32775251807556,447.64005326602006,100.77388667663874,40.57298658563951,136374,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,0.0,7.0,8.0,11.0,6.0,32.0,0.0,0.0,8022.0,0.0,0.0
MID11267,ComponentReplacement,171.0167412175656,446.67135848303224,100.82997182010968,40.44494497255491,128256,2.0,2.0,1.0,0.0,3.0,1.0,0.0,5.0,1.0,5.0,8.0,6.0,4.0,23.0,0.0,0.0,0.0,8016.0,0.0
MID11270,ComponentRepair,170.70579207180236,445.9187128147597,100.82425251682896,40.421899633507905,128352,2.0,3.0,4.0,1.0,3.0,4.0,0.0,6.0,2.0,7.0,7.0,7.0,5.0,25.0,1.0,0.0,0.0,8022.0,0.0
MID11271,ComponentRepair,170.9571844186624,445.2900605039916,100.89191932135691,40.4311011277448,128256,5.0,4.0,4.0,2.0,3.0,5.0,0.0,3.0,4.0,6.0,6.0,5.0,3.0,19.0,1.0,0.0,8016.0,0.0,0.0
MID11272,NoIssue,170.86337120928545,446.7819014102079,101.35405443154856,40.46715510545357,136221,1.0,1.0,2.0,5.0,3.0,0.0,5.0,3.0,1.0,4.0,4.0,8.0,8.0,24.0,0.0,8013.0,0.0,0.0,0.0
MID11273,NoIssue,170.62910788226466,447.18591906959193,100.67253817286095,40.42538754178097,128288,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,9.0,4.0,3.0,12.0,28.0,0.0,0.0,8018.0,0.0,0.0
MID11274,ComponentRepair,170.8207270404984,445.09312459813196,101.13142501682223,40.53032205358251,128400,2.0,5.0,6.0,2.0,3.0,7.0,3.0,3.0,3.0,11.0,7.0,4.0,9.0,28.0,3.0,8025.0,0.0,0.0,0.0
MID11275,ComponentReplacement,170.89232944915304,446.90194426719984,101.51055857303096,40.389541663758784,128384,4.0,4.0,3.0,4.0,2.0,3.0,8.0,4.0,5.0,6.0,9.0,7.0,8.0,30.0,0.0,8024.0,0.0,0.0,0.0
MID11276,ComponentRepair,170.4918021069691,446.4158365415789,101.27236178281996,40.45151595811011,128336,0.0,3.0,3.0,5.0,2.0,5.0,6.0,3.0,0.0,6.0,7.0,10.0,3.0,26.0,0.0,8021.0,0.0,0.0,0.0
MID11277,ComponentReplacement,171.0578145384331,447.0831749968869,101.16546373987832,40.567853059673766,128432,4.0,4.0,3.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,9.0,9.0,11.0,33.0,0.0,8027.0,0.0,0.0,0.0
MID11278,NoIssue,170.59401876558658,447.2895908728194,100.56070023067336,40.531450426433985,128320,1.0,3.0,3.0,1.0,4.0,3.0,0.0,6.0,0.0,4.0,9.0,8.0,6.0,24.0,3.0,0.0,8020.0,0.0,0.0
MID11279,NoIssue,170.89171797906778,447.2837776102651,100.7005081746826,40.54919723149778,128416,1.0,2.0,2.0,0.0,4.0,4.0,0.0,6.0,2.0,9.0,4.0,8.0,10.0,31.0,0.0,0.0,0.0,8026.0,0.0
MID11281,ComponentRepair,170.63410972811178,447.23405536293325,100.61290688825154,40.51276015964085,128288,1.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,1.0,7.0,5.0,5.0,10.0,27.0,0.0,0.0,0.0,8018.0,0.0
MID11283,ComponentRepair,170.36857233300128,446.18307046360997,100.76011825398828,40.61389495513453,120360,3.0,4.0,4.0,0.0,4.0,7.0,0.0,7.0,0.0,8.0,9.0,7.0,6.0,30.0,0.0,0.0,0.0,8024.0,0.0
MID11284,ComponentRepair,170.8743846307384,446.5778972055887,100.7126094723057,40.29541573727545,128256,3.0,3.0,2.0,1.0,3.0,3.0,0.0,4.0,4.0,8.0,6.0,6.0,5.0,25.0,0.0,0.0,8016.0,0.0,0.0
MID11285,NoIssue,170.73213405263826,447.11804075090475,100.97052983410298,40.42339535362347,128272,2.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,7.0,4.0,8.0,4.0,19.0,4.0,0.0,0.0,8017.0,0.0
MID11286,ComponentRepair,170.96955974317447,445.429616569006,100.63215358060101,40.499800057349454,120315,2.0,3.0,4.0,0.0,2.0,5.0,0.0,2.0,2.0,5.0,11.0,9.0,5.0,30.0,0.0,0.0,8021.0,0.0,0.0
MID11287,ComponentRepair,170.96858937788303,448.94499392843846,100.80290504176551,40.6450974928314,128336,2.0,4.0,2.0,1.0,5.0,4.0,0.0,6.0,4.0,7.0,6.0,7.0,8.0,28.0,0.0,0.0,0.0,8021.0,0.0
MID11289,ComponentReplacement,171.06993495702037,445.87559263734806,101.05686762551399,40.56916291889874,120405,3.0,4.0,3.0,3.0,5.0,4.0,4.0,8.0,6.0,8.0,6.0,10.0,8.0,28.0,4.0,8027.0,0.0,0.0,0.0
MID11291,ComponentRepair,171.00928856751042,447.18697517765935,101.18180802518415,40.58204550305442,128336,2.0,2.0,1.0,4.0,3.0,1.0,5.0,6.0,4.0,6.0,10.0,7.0,7.0,28.0,2.0,0.0,0.0,0.0,8021.0
MID11292,ComponentRepair,171.05953586482167,447.0267385334857,100.64559573388229,40.332738179324,128304,3.0,5.0,3.0,1.0,1.0,4.0,0.0,1.0,5.0,6.0,9.0,3.0,7.0,25.0,0.0,0.0,0.0,8019.0,0.0
MID11293,NoIssue,170.44492917341958,448.15963918464115,100.67248573120563,40.51436623114301,128336,2.0,1.0,1.0,0.0,3.0,1.0,0.0,6.0,2.0,12.0,3.0,6.0,8.0,29.0,0.0,0.0,8021.0,0.0,0.0
MID11294,ComponentRepair,170.58110962520266,445.8061130369807,100.88426739633897,40.62183447017784,128496,3.0,3.0,3.0,3.0,4.0,5.0,4.0,7.0,6.0,9.0,5.0,7.0,11.0,32.0,0.0,8031.0,0.0,0.0,0.0
MID11295,NoIssue,170.81431908977578,446.6563086658357,101.22457776309263,40.35108535162113,120300,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,7.0,8.0,7.0,23.0,2.0,8020.0,0.0,0.0,0.0
MID11296,ComponentRepair,170.83202771820496,447.2308858354104,100.7509558640901,40.456270750623425,128320,1.0,1.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,8.0,4.0,8.0,8.0,27.0,1.0,0.0,8020.0,0.0,0.0
MID11299,ComponentRepair,170.84507934430303,445.6897468337062,100.73095154325571,40.47214146347541,120330,4.0,4.0,4.0,0.0,3.0,5.0,0.0,5.0,4.0,6.0,8.0,10.0,3.0,26.0,1.0,0.0,0.0,8022.0,0.0
MID11300,ComponentRepair,170.78966963461707,447.9818939019836,100.79743471006394,40.565010534979436,128304,1.0,1.0,1.0,0.0,5.0,1.0,0.0,9.0,1.0,10.0,1.0,9.0,5.0,24.0,1.0,0.0,8019.0,0.0,0.0
MID11301,ComponentRepair,170.65958886533758,448.0772798503735,100.84620931296776,40.49999306483781,128320,3.0,2.0,2.0,2.0,4.0,2.0,0.0,8.0,3.0,5.0,7.0,8.0,7.0,27.0,0.0,0.0,0.0,8020.0,0.0
MID11302,ComponentRepair,170.85295635524537,446.78520521391914,100.88825609829073,40.33536649619559,120255,2.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,6.0,6.0,7.0,6.0,24.0,1.0,8017.0,0.0,0.0,0.0
MID11303,ComponentRepair,170.83997871651073,444.94628753894256,101.49814187165121,40.397761253582566,120375,2.0,5.0,7.0,4.0,3.0,8.0,5.0,5.0,1.0,8.0,11.0,4.0,6.0,29.0,0.0,8025.0,0.0,0.0,0.0
MID11306,ComponentRepair,171.0076832460739,446.8792947020725,100.59981799551235,40.54440300797827,128352,2.0,3.0,4.0,0.0,5.0,5.0,0.0,7.0,3.0,5.0,5.0,7.0,10.0,27.0,0.0,0.0,0.0,8022.0,0.0
MID11307,ComponentRepair,170.871343631605,445.5848433449647,101.48293533524411,40.38800129237304,120360,2.0,3.0,3.0,5.0,3.0,4.0,8.0,5.0,3.0,8.0,8.0,7.0,7.0,29.0,1.0,8024.0,0.0,0.0,0.0
MID11308,NoIssue,170.90846002493848,446.72946973815476,100.75878987032443,40.32199058104744,120300,2.0,3.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,4.0,6.0,10.0,9.0,29.0,0.0,0.0,8020.0,0.0,0.0
MID11309,ComponentRepair,170.85986139563866,445.62414408722816,100.9825610031153,40.49376537320873,120375,1.0,3.0,4.0,0.0,2.0,5.0,0.0,3.0,0.0,10.0,5.0,5.0,13.0,32.0,1.0,0.0,8025.0,0.0,0.0
MID11310,ComponentReplacement,171.28799018825615,446.337621892532,100.61401543697735,40.39350547936654,128336,4.0,3.0,4.0,1.0,3.0,6.0,0.0,4.0,7.0,9.0,9.0,6.0,5.0,29.0,0.0,0.0,0.0,8021.0,0.0
MID11311,ComponentRepair,170.6479208499499,446.03908614157433,100.56128746635076,40.41254475947141,120360,3.0,7.0,4.0,0.0,3.0,6.0,0.0,4.0,3.0,11.0,3.0,7.0,6.0,27.0,0.0,0.0,0.0,8024.0,0.0
MID11312,NoIssue,170.53990938785654,447.1919070689437,100.6694605523005,40.536953595561826,128336,3.0,3.0,3.0,0.0,5.0,6.0,0.0,6.0,4.0,8.0,5.0,6.0,7.0,25.0,1.0,0.0,0.0,8021.0,0.0
MID11314,ComponentRepair,170.81600927680765,446.4779509725682,101.39092628304208,40.550978536159676,128320,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,9.0,3.0,10.0,7.0,29.0,0.0,8020.0,0.0,0.0,0.0
MID11315,ComponentRepair,170.79333452914693,446.37360563029455,100.96784165794706,40.37980054683627,128448,4.0,3.0,3.0,1.0,3.0,5.0,0.0,5.0,6.0,8.0,9.0,8.0,11.0,33.0,3.0,0.0,8028.0,0.0,0.0
MID11317,ComponentRepair,170.57143195760648,446.05114417705846,101.25438788528697,40.48444823316695,120300,5.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,3.0,7.0,5.0,9.0,4.0,25.0,0.0,0.0,0.0,0.0,8020.0
MID11318,ComponentRepair,171.02966774716378,445.5898868719607,100.69648393217798,40.39565918090018,120315,2.0,5.0,5.0,0.0,2.0,9.0,0.0,3.0,1.0,5.0,6.0,5.0,9.0,23.0,2.0,0.0,8021.0,0.0,0.0
MID11320,ComponentRepair,170.34138788823773,447.44269995010694,100.84226990021183,40.36478419982541,128272,1.0,2.0,2.0,1.0,3.0,4.0,0.0,4.0,1.0,5.0,6.0,4.0,7.0,19.0,3.0,0.0,8017.0,0.0,0.0
MID11321,NoIssue,170.91646789769152,447.49726076107373,100.57058564067394,40.6022147735496,120225,3.0,1.0,1.0,1.0,5.0,2.0,0.0,6.0,3.0,4.0,5.0,9.0,4.0,22.0,0.0,0.0,0.0,8015.0,0.0
MID11322,ComponentReplacement,170.81933733316689,447.2431937632538,100.51778325932409,40.47522155419716,120255,1.0,2.0,2.0,1.0,3.0,3.0,0.0,6.0,1.0,6.0,2.0,8.0,8.0,24.0,0.0,0.0,8017.0,0.0,0.0
MID11323,ComponentReplacement,170.44159015841402,445.2650337906946,101.31045223275537,40.36093992640641,120255,4.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,0.0,7.0,5.0,3.0,8.0,23.0,0.0,8017.0,0.0,0.0,0.0
MID11325,ComponentRepair,170.6015572390573,446.7279828158114,100.4015714365883,40.39674472378092,120285,3.0,2.0,2.0,0.0,3.0,4.0,0.0,5.0,2.0,4.0,6.0,9.0,8.0,26.0,1.0,0.0,0.0,8019.0,0.0
MID11326,NoIssue,170.82534155439106,447.9992908807389,100.55828203842312,40.37522787799407,120240,3.0,1.0,3.0,0.0,2.0,1.0,0.0,3.0,4.0,9.0,8.0,4.0,3.0,22.0,2.0,0.0,0.0,8016.0,0.0
MID11327,NoIssue,170.6582405762756,446.1992918797551,100.81138305850044,40.36103643008607,128272,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,7.0,6.0,2.0,7.0,22.0,0.0,0.0,0.0,8017.0,0.0
MID11328,ComponentRepair,170.51284290169738,447.942775124751,100.56378983033949,40.606276268712556,128256,1.0,1.0,1.0,0.0,4.0,0.0,0.0,6.0,1.0,10.0,7.0,5.0,3.0,25.0,0.0,0.0,0.0,8016.0,0.0
MID11330,ComponentRepair,170.3407030941972,446.64646320648995,100.59859764441624,40.432081176544095,120225,0.0,1.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,8.0,8.0,4.0,3.0,23.0,0.0,0.0,0.0,8015.0,0.0
MID11332,ComponentRepair,170.81002756642104,446.0743914930787,100.64522053885503,40.545796413870484,120255,2.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,1.0,8.0,3.0,6.0,8.0,25.0,0.0,8017.0,0.0,0.0,0.0
MID11333,NoIssue,170.8414704590822,447.84008232285413,100.68482595683665,40.597042295409125,128256,2.0,1.0,2.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,8.0,7.0,5.0,22.0,2.0,0.0,8016.0,0.0,0.0
MID11334,ComponentRepair,170.93140786783042,446.43769871571,100.92154290274325,40.54313254114708,128320,2.0,3.0,4.0,0.0,4.0,4.0,0.0,6.0,3.0,5.0,6.0,8.0,4.0,21.0,2.0,0.0,0.0,8020.0,0.0
MID11335,ComponentReplacement,170.7035521722891,445.55034269886755,101.23631594422973,40.538713783144466,120495,1.0,3.0,6.0,4.0,5.0,6.0,7.0,6.0,2.0,7.0,9.0,13.0,11.0,38.0,2.0,8033.0,0.0,0.0,0.0
MID11336,ComponentRepair,170.69052175810486,446.7823800748138,100.74238196134658,40.274755286783076,112280,3.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,2.0,7.0,5.0,4.0,9.0,23.0,2.0,0.0,0.0,8020.0,0.0
MID11338,ComponentRepair,170.367282587003,446.0072886615938,101.44530390046114,40.20828941249865,120255,1.0,5.0,4.0,4.0,0.0,5.0,5.0,0.0,1.0,10.0,7.0,3.0,3.0,23.0,0.0,8017.0,0.0,0.0,0.0
MID11340,NoIssue,170.33383926701575,445.70258929194614,100.68306971578188,40.23357613064068,112308,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,10.0,10.0,29.0,3.0,0.0,0.0,8022.0,0.0
MID11341,ComponentRepair,170.39388095297528,446.1750324934526,100.89498099413748,40.09332494449289,112238,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,5.0,11.0,26.0,0.0,0.0,8017.0,0.0,0.0
MID11342,NoIssue,170.89130429141758,446.2021592689631,100.54749477420155,40.14775817864277,112224,2.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,8.0,3.0,5.0,20.0,0.0,0.0,8016.0,0.0,0.0
MID11343,NoIssue,170.74542855184475,446.35726193918316,100.84422985169488,40.3833191886838,120360,2.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,3.0,12.0,9.0,3.0,5.0,27.0,2.0,0.0,0.0,8024.0,0.0
MID11344,ComponentRepair,170.93945556387175,447.3898529815359,101.21419319735482,40.24922435254501,120240,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,6.0,8.0,6.0,5.0,25.0,0.0,8016.0,0.0,0.0,0.0
MID11346,ComponentRepair,170.6523499750564,447.909575617361,100.55414235594924,40.25845586305807,112252,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,5.0,11.0,6.0,25.0,1.0,0.0,8018.0,0.0,0.0
MID11347,ComponentRepair,170.64343752806215,447.2284239211779,100.60383628086836,40.27559094163143,120270,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,7.0,10.0,5.0,28.0,0.0,0.0,0.0,8018.0,0.0
MID11348,ComponentRepair,170.7975085920938,446.1055815313618,100.61260306896126,40.298677745354816,112266,4.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,4.0,7.0,8.0,5.0,6.0,22.0,4.0,0.0,8019.0,0.0,0.0
MID11349,ComponentRepair,170.63774610972627,446.13434102244395,100.72695402493756,40.28432748254374,112280,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,6.0,7.0,8.0,27.0,1.0,0.0,0.0,8020.0,0.0
MID11351,ComponentRepair,171.22245024937655,446.48312093516245,100.61431964089817,40.237910087281634,112280,5.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,5.0,6.0,9.0,26.0,0.0,0.0,8020.0,0.0,0.0
MID11352,ComponentRepair,170.7280039127734,446.91205434267766,101.31281882492242,40.28241917133951,120375,3.0,5.0,3.0,5.0,0.0,4.0,6.0,0.0,4.0,7.0,10.0,5.0,9.0,30.0,1.0,8025.0,0.0,0.0,0.0
MID11353,ComponentRepair,170.72436567436026,447.2842363693065,101.21380065127906,40.20647422083582,112210,2.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,8.0,4.0,19.0,0.0,0.0,0.0,0.0,8015.0
MID11355,ComponentRepair,170.43024075368103,446.3919971175447,100.65310436985264,40.19617705390559,112196,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,6.0,2.0,18.0,2.0,0.0,0.0,8014.0,0.0
MID11356,NoIssue,170.57579138618715,447.35655037397044,100.93387943654884,40.238642601595544,120330,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,10.0,7.0,10.0,26.0,6.0,8022.0,0.0,0.0,0.0
MID11359,NoIssue,170.48509804263787,445.98686196234945,100.71318363919717,40.25392384989414,120315,0.0,3.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,7.0,10.0,6.0,29.0,0.0,0.0,0.0,8021.0,0.0
MID11360,NoIssue,170.73245039900254,446.406103042394,101.00059581920256,40.21878033042403,112280,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,11.0,7.0,6.0,25.0,4.0,0.0,0.0,8020.0,0.0
MID11362,ComponentRepair,171.05791894553255,446.7137478623956,101.52860753084848,40.27132561635289,112322,2.0,4.0,4.0,5.0,0.0,6.0,8.0,0.0,3.0,10.0,8.0,9.0,3.0,28.0,2.0,8023.0,0.0,0.0,0.0
MID11363,ComponentRepair,170.4098532294269,447.88240128428816,100.87837663216928,40.42446155985046,112280,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,12.0,5.0,7.0,5.0,29.0,0.0,0.0,8020.0,0.0,0.0
MID11364,ComponentRepair,170.46404841002553,445.950807020825,100.6580023980547,40.39278011846873,120285,2.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,7.0,7.0,6.0,26.0,0.0,0.0,8019.0,0.0,0.0
MID11366,ComponentRepair,170.91894845502122,446.0374800772504,101.40751039247448,40.37542893346624,120390,7.0,1.0,1.0,5.0,0.0,2.0,7.0,0.0,7.0,4.0,10.0,6.0,11.0,31.0,0.0,8026.0,0.0,0.0,0.0
MID11367,ComponentRepair,170.8559363976545,446.97672722963574,101.32325585381068,40.245506471248696,112238,3.0,1.0,1.0,4.0,0.0,1.0,5.0,0.0,4.0,6.0,7.0,5.0,7.0,25.0,0.0,8017.0,0.0,0.0,0.0
MID11372,ComponentRepair,170.5295114991272,446.1993712397095,100.66357980917947,40.3009986181091,112252,4.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,8.0,5.0,7.0,6.0,26.0,0.0,0.0,8018.0,0.0,0.0
MID11373,ComponentRepair,170.48961066799635,445.84218273928127,100.6879171036889,40.248304480309045,120360,3.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,9.0,10.0,9.0,4.0,32.0,0.0,0.0,0.0,8024.0,0.0
MID11374,NoIssue,170.75007449488655,447.882815901721,101.24755162384642,40.24765367672736,112252,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,6.0,3.0,12.0,5.0,23.0,3.0,8018.0,0.0,0.0,0.0
MID11375,NoIssue,170.72491148808768,447.20252038169014,100.46863901584118,40.358361450667466,120255,1.0,2.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,6.0,4.0,2.0,12.0,24.0,0.0,0.0,8017.0,0.0,0.0
MID11377,ComponentRepair,170.6101584383185,447.4142416614719,100.61208603342894,40.256850324311,112238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,7.0,4.0,12.0,29.0,0.0,0.0,0.0,8017.0,0.0
MID11378,NoIssue,170.44372761501035,446.14681727964,100.67080971574602,40.28043223288867,112294,0.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,4.0,7.0,27.0,0.0,0.0,8021.0,0.0,0.0
MID11380,ComponentRepair,170.84388968956557,445.432539259444,100.6749227689816,40.30869998379249,112294,2.0,6.0,5.0,0.0,1.0,8.0,0.0,0.0,2.0,7.0,7.0,6.0,6.0,24.0,2.0,0.0,8021.0,0.0,0.0
MID11381,ComponentRepair,170.87440464129767,448.9835358078597,100.53171530380543,40.285377356206915,104195,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,5.0,5.0,19.0,3.0,0.0,8015.0,0.0,0.0
MID11382,ComponentRepair,170.98525145921673,446.4027596657532,100.8622094337738,40.39456553504603,112252,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,7.0,5.0,8.0,24.0,2.0,0.0,0.0,8018.0,0.0
MID11383,ComponentReplacement,170.8060344350214,447.5424257670236,101.66480762534276,40.2492930543777,112252,2.0,1.0,4.0,6.0,0.0,2.0,7.0,0.0,1.0,6.0,7.0,7.0,8.0,22.0,6.0,8018.0,0.0,0.0,0.0
MID11384,ComponentRepair,170.7168269633509,444.7136755173273,100.79179197830912,40.33053479431564,112308,3.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,8.0,7.0,7.0,27.0,0.0,0.0,8022.0,0.0,0.0
MID11385,ComponentRepair,170.75484301745624,446.70823582294105,101.38776280174584,40.2357681645886,112280,1.0,4.0,5.0,7.0,0.0,5.0,7.0,0.0,1.0,10.0,5.0,6.0,3.0,23.0,1.0,8020.0,0.0,0.0,0.0
MID11386,NoIssue,170.3772004740519,447.104549376248,100.76723085703576,40.187945014970225,112224,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,10.0,7.0,5.0,26.0,0.0,0.0,8016.0,0.0,0.0
MID11387,ComponentRepair,170.47077334414325,446.6000549083178,101.18875945241386,40.316639154297,112238,1.0,2.0,3.0,4.0,0.0,1.0,6.0,0.0,2.0,8.0,8.0,6.0,5.0,27.0,0.0,8017.0,0.0,0.0,0.0
MID11389,NoIssue,170.80870217065893,447.4322620259477,101.49662311252457,40.310435331836196,104208,3.0,3.0,1.0,4.0,0.0,2.0,5.0,0.0,3.0,3.0,7.0,5.0,8.0,23.0,0.0,8016.0,0.0,0.0,0.0
MID11390,ComponentRepair,170.5428122069827,445.61872860349183,101.04894712842909,40.101442263092224,104260,0.0,4.0,3.0,5.0,0.0,5.0,6.0,0.0,0.0,7.0,7.0,7.0,4.0,25.0,0.0,8020.0,0.0,0.0,0.0
MID11392,ComponentReplacement,170.7601799900267,446.43334635332224,100.64183025682576,40.209364545567915,104273,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,6.0,10.0,6.0,8.0,27.0,3.0,0.0,8021.0,0.0,0.0
MID11394,NoIssue,170.61272252712985,446.7501980541336,101.34787640513936,40.34249814768611,112238,2.0,1.0,3.0,5.0,0.0,2.0,6.0,0.0,1.0,5.0,10.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,8017.0
MID11395,ComponentRepair,170.62995227584483,446.12017912457844,100.46329434717595,40.27966874423241,104247,2.0,3.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,2.0,11.0,7.0,24.0,2.0,0.0,8019.0,0.0,0.0
MID11396,ComponentRepair,170.75878762938035,446.54156040653476,100.7178239680758,40.33499116473368,112266,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,8.0,5.0,8.0,26.0,0.0,0.0,0.0,8019.0,0.0
MID11397,ComponentRepair,171.07308139563818,446.7235853333326,100.76111549034289,40.20568001619921,112350,2.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,6.0,10.0,7.0,8.0,31.0,0.0,0.0,8025.0,0.0,0.0
MID11398,ComponentRepair,170.76119842623757,448.1266826536964,100.66950135802433,40.32171578875195,104247,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,6.0,8.0,7.0,8.0,26.0,3.0,0.0,0.0,0.0,8019.0
MID11399,NoIssue,170.8502679431207,447.4631287015094,100.65172672945015,40.38030616564805,104221,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,7.0,5.0,9.0,26.0,1.0,0.0,8017.0,0.0,0.0
MID11400,ComponentRepair,170.5689092179108,448.1537763253088,100.80099102033175,40.319534356991404,104221,2.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,4.0,10.0,1.0,25.0,0.0,0.0,0.0,8017.0,0.0
MID11401,ComponentRepair,170.73244377259684,446.50880624610335,101.437795034285,40.306866198728436,112294,1.0,4.0,3.0,5.0,0.0,4.0,6.0,0.0,0.0,3.0,8.0,9.0,8.0,28.0,0.0,8021.0,0.0,0.0,0.0
MID11403,ComponentRepair,171.00028522443972,446.8999222568586,100.80252938528652,40.25558313466343,112280,2.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,7.0,4.0,13.0,26.0,3.0,0.0,8020.0,0.0,0.0
MID11404,ComponentRepair,170.70444564837933,445.00443638404033,100.7336183029924,40.235234168329114,104260,1.0,5.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,7.0,10.0,3.0,26.0,0.0,0.0,0.0,8020.0,0.0
MID11405,ComponentRepair,170.476666650043,446.04425652661723,100.8697384353573,40.25875664007001,104273,2.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,10.0,11.0,5.0,30.0,0.0,0.0,8021.0,0.0,0.0
MID11406,ComponentRepair,170.95735637157145,445.7151152992516,100.66487049875325,40.23897284413972,104260,2.0,3.0,4.0,1.0,0.0,6.0,0.0,0.0,3.0,9.0,7.0,4.0,7.0,27.0,0.0,0.0,0.0,8020.0,0.0
